,Unnamed: 0,title,description,text,topic
392,392,[VAULT] Accès depuis namespace Kube,"# Demande d'accès à des secrets Vault depuis un namespace Kube

Consultez:
- la documentation KubeApp [sur la configuration Kube nécessaire](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/)
- la documentation IAHS [sur les droits associés à cet accès](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/Acc%C3%A8s-Kube)

/!\ _Lors de la création des droits, il n'y a pas de création de l'arborescence. Celle-ci est créée lors de la création d'un premier secret.
Il est donc normal à l'initialisation des droits de ne pas trouver le(s) dossier(s) `equipe/dev_*/` ou `<cluster>/<namespace>/*`_ /!\

## Environnement(s): 

**Vault horsprod:**
- [x] Kubedev

**Vault prod:**
- [ ] Kubepreprod
- [ ] Kubeprod
    
**Vault dmz:**
- [ ] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [ ] Kubedmz

## Nom du namespace :

- projet-idda

## Chemins des secrets requis :

ap/backstage


---","[VAULT] Accès depuis namespace Kube # Demande d'accès à des secrets Vault depuis un namespace Kube

Consultez:
- la documentation KubeApp [sur la configuration Kube nécessaire](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/)
- la documentation IAHS [sur les droits associés à cet accès](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/Acc%C3%A8s-Kube)

/!\ _Lors de la création des droits, il n'y a pas de création de l'arborescence. Celle-ci est créée lors de la création d'un premier secret.
Il est donc normal à l'initialisation des droits de ne pas trouver le(s) dossier(s) `equipe/dev_*/` ou `<cluster>/<namespace>/*`_ /!\

## Environnement(s): 

**Vault horsprod:**
- [x] Kubedev

**Vault prod:**
- [ ] Kubepreprod
- [ ] Kubeprod
    
**Vault dmz:**
- [ ] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [ ] Kubedmz

## Nom du namespace :

- projet-idda

## Chemins des secrets requis :

ap/backstage


---",19
393,393,[AD] Mise à jour amdx Mozilla Firefox ESR,"Bonjour IAHS, pouvez-vous mettre à jour le fichier .amdx de Mozilla Firefox dans les magasins centraux des AD SIP et SIA afin que nous puissions configurer de nouveaux éléments dans le navigateur svp ?
Vous pouvez importer les fichiers « mozilla.admx » et « firefox.admx » ainsi que les fichiers adml fr-FR.

Voici le lien du téléchargement : https://github.com/mozilla/policy-templates/releases/download/v7.4/policy_templates_v7.4_updated.zip

Voici le lien vers la documentation : https://github.com/mozilla/policy-templates/blob/v7.4/docs/index.md

En vous remerciant par avance.","[AD] Mise à jour amdx Mozilla Firefox ESR Bonjour IAHS, pouvez-vous mettre à jour le fichier .amdx de Mozilla Firefox dans les magasins centraux des AD SIP et SIA afin que nous puissions configurer de nouveaux éléments dans le navigateur svp ?
Vous pouvez importer les fichiers « mozilla.admx » et « firefox.admx » ainsi que les fichiers adml fr-FR.

Voici le lien du téléchargement : https://github.com/mozilla/policy-templates/releases/download/v7.4/policy_templates_v7.4_updated.zip

Voici le lien vers la documentation : https://github.com/mozilla/policy-templates/blob/v7.4/docs/index.md

En vous remerciant par avance.",-1
394,394,[Recette : Keycloak / Sugoi + realm wso] Bug : Les infos affichées par KC sont erronnées,"Service concerné (keycloak, sugoi, AD, ...) :

Description du problème :

Bonjour,
Dans le KC de test sur le realm wso / apim-gravitee, tous les users ont pour ID leur mail, sauf que ce n'est pas toujours le cas côté Sugoi / ldap, (et c'est bien KC qui porte une mauvaise valeur) un exemple :
![image](/uploads/9a240ed4582af881b7ac9361f864cd32/image.png)

Pire, en effectuant une modification côté KC (par exemple simplement changer la locale d'un user), KC met à jour l'annuaire en écrasant l'identifiant par l'adresse mail : 
![image](/uploads/bf13a7861096e21cbf1f8cc1831e49e6/image.png)

En regardant rapidement je n'ai pas trouvé de cas similaire en prod.

Pouvez-vous corriger le problème / rafraichir KC de test ?
(Pour mon user exemple ce n'est pas grave s'il reste en l'état).","[Recette : Keycloak / Sugoi + realm wso] Bug : Les infos affichées par KC sont erronnées Service concerné (keycloak, sugoi, AD, ...) :

Description du problème :

Bonjour,
Dans le KC de test sur le realm wso / apim-gravitee, tous les users ont pour ID leur mail, sauf que ce n'est pas toujours le cas côté Sugoi / ldap, (et c'est bien KC qui porte une mauvaise valeur) un exemple :
![image](/uploads/9a240ed4582af881b7ac9361f864cd32/image.png)

Pire, en effectuant une modification côté KC (par exemple simplement changer la locale d'un user), KC met à jour l'annuaire en écrasant l'identifiant par l'adresse mail : 
![image](/uploads/bf13a7861096e21cbf1f8cc1831e49e6/image.png)

En regardant rapidement je n'ai pas trouvé de cas similaire en prod.

Pouvez-vous corriger le problème / rafraichir KC de test ?
(Pour mon user exemple ce n'est pas grave s'il reste en l'état).",-1
395,395,[Estanp] Ajout d'uri hors prod,"Retrouvez plus de détails sur le remplissage des champs sur cette page : [Comment faire une demande de création ou de modification d'un client](https://gitlab.insee.fr/iahs/authentification/documentation-keycloak/-/wikis/Comment%20faire%20une%20demande%20de%20cr%C3%A9ation%20ou%20de%20modification%20d'un%20client)


## Instance de keycloak concernée :

- [x] auth.insee.test (qf z50)
- [ ] auth.insee.fr (prod z50)
- [ ] beta.auth.insee.net (beta z0)
- [ ] auth.insee.net (prod z0)
- [ ] auth.le-recensement-et-moi.fr (RP z0)
- [ ] auth.insee.rie.gouv.fr (prod z25) 
- [ ] auth.mgmt2.kube.adsia.sia.priv (qf z100)
- [ ] auth.mgmt1.kube.adsia.sia.priv (prod z100)


## Realm :

- agents-insee-interne

## Client :

- estanp 

## Url(s) à ajouter :

- https://estanp-ref2024.recette.insee.fr
- https://estanp-api-ref2024.recette.insee.fr


---","[Estanp] Ajout d'uri hors prod Retrouvez plus de détails sur le remplissage des champs sur cette page : [Comment faire une demande de création ou de modification d'un client](https://gitlab.insee.fr/iahs/authentification/documentation-keycloak/-/wikis/Comment%20faire%20une%20demande%20de%20cr%C3%A9ation%20ou%20de%20modification%20d'un%20client)


## Instance de keycloak concernée :

- [x] auth.insee.test (qf z50)
- [ ] auth.insee.fr (prod z50)
- [ ] beta.auth.insee.net (beta z0)
- [ ] auth.insee.net (prod z0)
- [ ] auth.le-recensement-et-moi.fr (RP z0)
- [ ] auth.insee.rie.gouv.fr (prod z25) 
- [ ] auth.mgmt2.kube.adsia.sia.priv (qf z100)
- [ ] auth.mgmt1.kube.adsia.sia.priv (prod z100)


## Realm :

- agents-insee-interne

## Client :

- estanp 

## Url(s) à ajouter :

- https://estanp-ref2024.recette.insee.fr
- https://estanp-api-ref2024.recette.insee.fr


---",5
396,396,[Estanp] Ajout d'URL au keycloack de prod,"Retrouvez plus de détails sur le remplissage des champs sur cette page : [Comment faire une demande de création ou de modification d'un client](https://gitlab.insee.fr/iahs/authentification/documentation-keycloak/-/wikis/Comment%20faire%20une%20demande%20de%20cr%C3%A9ation%20ou%20de%20modification%20d'un%20client)


## Instance de keycloak concernée :

- [ ] auth.insee.test (qf z50)
- [x] auth.insee.fr (prod z50)
- [ ] beta.auth.insee.net (beta z0)
- [ ] auth.insee.net (prod z0)
- [ ] auth.le-recensement-et-moi.fr (RP z0)
- [ ] auth.insee.rie.gouv.fr (prod z25) 
- [ ] auth.mgmt2.kube.adsia.sia.priv (qf z100)
- [ ] auth.mgmt1.kube.adsia.sia.priv (prod z100)


## Realm :

- agents-insee-interne

## Client :

- estanp

## Url(s) à ajouter :

- https://enquete-statistiques-production-industrielle.insee.fr/
- https://api-enquete-statistiques-production-industrielle.insee.fr/ (pour le swagger)


Pour info, actuellement sur cette requete 
```
https://auth.insee.fr/auth/realms/agents-insee-interne/protocol/openid-connect/auth?client_id=estanp&redirect_uri=https://enquete-statistiques-production-industrielle.insee.fr/&response_type=code&scope=openid roles profile&state=b2lkYy1zcGEuffFxIJbjdBhPDiRmYJno&code_challenge=CUepRcHIhFY9qvJ0cnl2Y6V6vXE5W8pXiAxKHD3Y5NM&code_challenge_method=S256&response_mode=fragment&prompt=none
```
J'ai cette erreur:
```
An error occurred while initializing the OIDC client: The silent sign-in process timed out. Based on the diagnostic performed by oidc-spa the more likely causes are: - Either the client ID ""estanp"" does not exist, or - You forgot to add the OIDC callback URL to the list of Valid Redirect URIs. Client ID: ""estanp"" Callback URL to add to the list of Valid Redirect URIs: ""https://enquete-statistiques-production-industrielle.insee.fr/"" It seems you are using Keycloak. Follow these steps to resolve the issue: 1. Go to the Keycloak admin console: https://auth.insee.fr/auth/admin/master/console 2. Log in as an admin user. 3. In the top left corner select the realm ""agents-insee-interne"". 4. In the left menu, click on ""Clients"". 5. Locate the client ""estanp"" in the list and click on it. 6. Find ""Valid Redirect URIs"" and add ""https://enquete-statistiques-production-industrielle.insee.fr/"" to the list. 7. Save the changes. For more information, refer to the documentation: https://docs.oidc-spa.dev/v/v8/providers-configuration/keycloak If nothing works, you can try disabling the use of iframe: https://docs.oidc-spa.dev/resources/iframe-related-issues with some OIDC provider it might solve the issue.
```
---","[Estanp] Ajout d'URL au keycloack de prod Retrouvez plus de détails sur le remplissage des champs sur cette page : [Comment faire une demande de création ou de modification d'un client](https://gitlab.insee.fr/iahs/authentification/documentation-keycloak/-/wikis/Comment%20faire%20une%20demande%20de%20cr%C3%A9ation%20ou%20de%20modification%20d'un%20client)


## Instance de keycloak concernée :

- [ ] auth.insee.test (qf z50)
- [x] auth.insee.fr (prod z50)
- [ ] beta.auth.insee.net (beta z0)
- [ ] auth.insee.net (prod z0)
- [ ] auth.le-recensement-et-moi.fr (RP z0)
- [ ] auth.insee.rie.gouv.fr (prod z25) 
- [ ] auth.mgmt2.kube.adsia.sia.priv (qf z100)
- [ ] auth.mgmt1.kube.adsia.sia.priv (prod z100)


## Realm :

- agents-insee-interne

## Client :

- estanp

## Url(s) à ajouter :

- https://enquete-statistiques-production-industrielle.insee.fr/
- https://api-enquete-statistiques-production-industrielle.insee.fr/ (pour le swagger)


Pour info, actuellement sur cette requete 
```
https://auth.insee.fr/auth/realms/agents-insee-interne/protocol/openid-connect/auth?client_id=estanp&redirect_uri=https://enquete-statistiques-production-industrielle.insee.fr/&response_type=code&scope=openid roles profile&state=b2lkYy1zcGEuffFxIJbjdBhPDiRmYJno&code_challenge=CUepRcHIhFY9qvJ0cnl2Y6V6vXE5W8pXiAxKHD3Y5NM&code_challenge_method=S256&response_mode=fragment&prompt=none
```
J'ai cette erreur:
```
An error occurred while initializing the OIDC client: The silent sign-in process timed out. Based on the diagnostic performed by oidc-spa the more likely causes are: - Either the client ID ""estanp"" does not exist, or - You forgot to add the OIDC callback URL to the list of Valid Redirect URIs. Client ID: ""estanp"" Callback URL to add to the list of Valid Redirect URIs: ""https://enquete-statistiques-production-industrielle.insee.fr/"" It seems you are using Keycloak. Follow these steps to resolve the issue: 1. Go to the Keycloak admin console: https://auth.insee.fr/auth/admin/master/console 2. Log in as an admin user. 3. In the top left corner select the realm ""agents-insee-interne"". 4. In the left menu, click on ""Clients"". 5. Locate the client ""estanp"" in the list and click on it. 6. Find ""Valid Redirect URIs"" and add ""https://enquete-statistiques-production-industrielle.insee.fr/"" to the list. 7. Save the changes. For more information, refer to the documentation: https://docs.oidc-spa.dev/v/v8/providers-configuration/keycloak If nothing works, you can try disabling the use of iframe: https://docs.oidc-spa.dev/resources/iframe-related-issues with some OIDC provider it might solve the issue.
```
---",5
397,397,[Keycloak] BRPP erreur connexion,"## Merci de choisir le template d'issue le plus adapté (champ ""Description"" juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfonctionnement ou d'une régression sur un de nos service","[Keycloak] BRPP erreur connexion ## Merci de choisir le template d'issue le plus adapté (champ ""Description"" juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfonctionnement ou d'une régression sur un de nos service",3
398,398,Déblocage compte SIA,"Service concerné (Vault, keycloak, sugoi, AD, ...) : AD

Description de la demande :

Hello,

Pouvez-vous, s'il vous plaît, déverrouiller le compte ""pd9-deploy-automate-svc"" et nous indiquer la machine sur laquelle ce compte se verrouille ?

En vous remerciant par avance.

@g16ezm 

https://matrix.to/#/!tospDQgnplOvrkcEPl:agent.finances.tchap.gouv.fr/$3A8yx5FxvfB5PRtTgrZgFQfJ7DXB8oOkDAjb3-hlSWc?via=agent.finances.tchap.gouv.fr&via=agent.intradef.tchap.gouv.fr","Déblocage compte SIA Service concerné (Vault, keycloak, sugoi, AD, ...) : AD

Description de la demande :

Hello,

Pouvez-vous, s'il vous plaît, déverrouiller le compte ""pd9-deploy-automate-svc"" et nous indiquer la machine sur laquelle ce compte se verrouille ?

En vous remerciant par avance.

@g16ezm 

https://matrix.to/#/!tospDQgnplOvrkcEPl:agent.finances.tchap.gouv.fr/$3A8yx5FxvfB5PRtTgrZgFQfJ7DXB8oOkDAjb3-hlSWc?via=agent.finances.tchap.gouv.fr&via=agent.intradef.tchap.gouv.fr",-1
399,399,Nouveau namespace observabilite kubeprod : accès Vault,"# Demande d'accès à des secrets Vault depuis un namespace Kube

Consultez:

- la documentation KubeApp [sur la configuration Kube nécessaire](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/)
- la documentation IAHS [sur les droits associés à cet accès](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/Acc%C3%A8s-Kube)

/!\\ _Lors de la création des droits, il n'y a pas de création de l'arborescence. Celle-ci est créée lors de la création d'un premier secret. Il est donc normal à l'initialisation des droits de ne pas trouver le(s) dossier(s) `equipe/dev_*/` ou `<cluster>/<namespace>/*`_ /!\\

## Environnement(s):

**Vault horsprod:**

- [ ] Kubedev

**Vault prod:**

- [x] Kubepreprod
- [ ] Kubeprod

**Vault dmz:**

- [x] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [ ] Kubedmz

## Nom du namespace :

- projet-observabilite

## Chemins des secrets requis :

> _sous la forme:_
>
> `<quartier>/<applicatif>` pour le [coffre exploitant](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique#coffre-exploitant) (secrets-\[horsprod|prodinterne|dmz\])
>
> _ex:_ `rh/mouvin`
>
> `<nom-du-coffre>` pour les [coffres produit](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/home/Coffre-produit)
>
> _ex:_ `resil`

- 

---","Nouveau namespace observabilite kubeprod : accès Vault # Demande d'accès à des secrets Vault depuis un namespace Kube

Consultez:

- la documentation KubeApp [sur la configuration Kube nécessaire](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/)
- la documentation IAHS [sur les droits associés à cet accès](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/Acc%C3%A8s-Kube)

/!\\ _Lors de la création des droits, il n'y a pas de création de l'arborescence. Celle-ci est créée lors de la création d'un premier secret. Il est donc normal à l'initialisation des droits de ne pas trouver le(s) dossier(s) `equipe/dev_*/` ou `<cluster>/<namespace>/*`_ /!\\

## Environnement(s):

**Vault horsprod:**

- [ ] Kubedev

**Vault prod:**

- [x] Kubepreprod
- [ ] Kubeprod

**Vault dmz:**

- [x] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [ ] Kubedmz

## Nom du namespace :

- projet-observabilite

## Chemins des secrets requis :

> _sous la forme:_
>
> `<quartier>/<applicatif>` pour le [coffre exploitant](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique#coffre-exploitant) (secrets-\[horsprod|prodinterne|dmz\])
>
> _ex:_ `rh/mouvin`
>
> `<nom-du-coffre>` pour les [coffres produit](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/home/Coffre-produit)
>
> _ex:_ `resil`

- 

---",17
400,400,Erreur APi Pegase suite à init compte service applishare4 Platine dv,"Service concerné (Vault, keycloak, sugoi, AD, ...) : API Pegase

Description de la demande : dans le cadre de la création d'un compte de service Applishare V4 en dv pour l'app Platine quartier st via API oiseau, sur un PUT/ initialisation du compte, je reçois l'erreur:

""Une erreur de l'API Pegase est survenue, veuiller contacter l'équipe IAHS: 500 Server Error:  for url: https://api-administration-annuaires.insee.fr/services/comptes-de-service/dsi-as-dv_platine_st_horsprod/init-password/"", 

Merci pour votre expertise","Erreur APi Pegase suite à init compte service applishare4 Platine dv Service concerné (Vault, keycloak, sugoi, AD, ...) : API Pegase

Description de la demande : dans le cadre de la création d'un compte de service Applishare V4 en dv pour l'app Platine quartier st via API oiseau, sur un PUT/ initialisation du compte, je reçois l'erreur:

""Une erreur de l'API Pegase est survenue, veuiller contacter l'équipe IAHS: 500 Server Error:  for url: https://api-administration-annuaires.insee.fr/services/comptes-de-service/dsi-as-dv_platine_st_horsprod/init-password/"", 

Merci pour votre expertise",-1
401,401,[Keycloak] Messagerie - Modifier l'URL,"## Instance de keycloak concernée :

- [ ] auth-messagerie.insee.fr (prod z50)


## Realm :

- 

## Client :

- 

## Url(s) à modifier :

- [ ] auth-mail.insee.fr (prod z50)


---","[Keycloak] Messagerie - Modifier l'URL ## Instance de keycloak concernée :

- [ ] auth-messagerie.insee.fr (prod z50)


## Realm :

- 

## Client :

- 

## Url(s) à modifier :

- [ ] auth-mail.insee.fr (prod z50)


---",11
402,402,[MONITOR] Demande de creation de compte monitor,"Bonjour,

Pour mettre en place des QoE avec authentification dans la nouvelle solution d'observabilité avec les synthetics monitors, on souhaite disposer d'un compte de service disposant des droits associés au groupe `STATISTICIEN_SIRENE4` pour l'application `SIRENE4` (infos Sugoi)

Application concernée par le monitor : 3 modules applicatifs de la sphère Sirene 4 qui nécessitent des droits associés au groupe indiqué ci-dessus pour l'appli Sirene 4 (IHM interne + courrier + API déclaration externe)

Je ne sais pas si l'information suivante est utile (peut-être pour l'articulation éventuelle avec le stockage Vault ou avec la logique des droits d'accès côté observabilité) : du point de vue ""application"" au sens control-repo, le module *API déclaration externe*, qui s'appuie sur les mêmes droits pour les utilisateurs internes accédant à cette appli externe, ne relève pas de l'application *sirene4* du control-repo mais il relève de l'appli *sirene4declaration* dans le control-repo

Côté observabilité, le lien applis / space observabilité se fait sur des noms d'applis `sirene4*` (= l'appli sirene4 ou les 3 autres applis dont le nom commence par sirene4, dont *sirene4declaration* concernée par la demande). Et suivant cette règle, tous les modules de nos 4 applications au sens control-repo sont prises en charge dans le même space.

Dans un premier temps, nous testons en **hors prod**, donc c'est avec l'annuaire qui correspond au groupe `STATISTICIEN_SIRENE4` qu'on gère via le Sugoi de recette.

Bientôt (novembre ou décembre ?), nous remplacerons les QoE existantes en production, donc nous aurons besoin d'un compte du même groupe mais dans l'annuaire de production (groupe qu'on gère dans le Sugoi de prod).

Boite aux lettres fonctionnelle pour mise en place des rappels d'expiration du mot de passe : 
````
dr44-sndi-sirene4@insee.fr
````

Merci d'avance

Documentation : https://gitlab.insee.fr/iahs/annuaires/documentation-annuaires/-/wikis/Compte%20de%20service%20pour%20un%20usage%20Monitor","[MONITOR] Demande de creation de compte monitor Bonjour,

Pour mettre en place des QoE avec authentification dans la nouvelle solution d'observabilité avec les synthetics monitors, on souhaite disposer d'un compte de service disposant des droits associés au groupe `STATISTICIEN_SIRENE4` pour l'application `SIRENE4` (infos Sugoi)

Application concernée par le monitor : 3 modules applicatifs de la sphère Sirene 4 qui nécessitent des droits associés au groupe indiqué ci-dessus pour l'appli Sirene 4 (IHM interne + courrier + API déclaration externe)

Je ne sais pas si l'information suivante est utile (peut-être pour l'articulation éventuelle avec le stockage Vault ou avec la logique des droits d'accès côté observabilité) : du point de vue ""application"" au sens control-repo, le module *API déclaration externe*, qui s'appuie sur les mêmes droits pour les utilisateurs internes accédant à cette appli externe, ne relève pas de l'application *sirene4* du control-repo mais il relève de l'appli *sirene4declaration* dans le control-repo

Côté observabilité, le lien applis / space observabilité se fait sur des noms d'applis `sirene4*` (= l'appli sirene4 ou les 3 autres applis dont le nom commence par sirene4, dont *sirene4declaration* concernée par la demande). Et suivant cette règle, tous les modules de nos 4 applications au sens control-repo sont prises en charge dans le même space.

Dans un premier temps, nous testons en **hors prod**, donc c'est avec l'annuaire qui correspond au groupe `STATISTICIEN_SIRENE4` qu'on gère via le Sugoi de recette.

Bientôt (novembre ou décembre ?), nous remplacerons les QoE existantes en production, donc nous aurons besoin d'un compte du même groupe mais dans l'annuaire de production (groupe qu'on gère dans le Sugoi de prod).

Boite aux lettres fonctionnelle pour mise en place des rappels d'expiration du mot de passe : 
````
dr44-sndi-sirene4@insee.fr
````

Merci d'avance

Documentation : https://gitlab.insee.fr/iahs/annuaires/documentation-annuaires/-/wikis/Compte%20de%20service%20pour%20un%20usage%20Monitor",16
403,403,Nouveau namespace KubeDmz : role Vault,"# Demande d'accès à des secrets Vault depuis un namespace Kube


## Environnement(s): 

**Vault dmz:**
- [ ] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [x] Kubedmz

## Nom du namespace :

- projet-sndi-re

## Chemins des secrets requis :

- aucun

---","Nouveau namespace KubeDmz : role Vault # Demande d'accès à des secrets Vault depuis un namespace Kube


## Environnement(s): 

**Vault dmz:**
- [ ] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [x] Kubedmz

## Nom du namespace :

- projet-sndi-re

## Chemins des secrets requis :

- aucun

---",23
404,404,Demande de certificat avec nom SAN pour WSUS,Mettre à jour la documentation QAD en expliquant comment demander faire une demande de certificat avec des noms SAN pour WSUS,Demande de certificat avec nom SAN pour WSUS Mettre à jour la documentation QAD en expliquant comment demander faire une demande de certificat avec des noms SAN pour WSUS,25
